stn_code,monitoring_location,year,type_water_body,state_name,avg_temperature,avg_dissolved,avg_ph,avg_conductivity,avg_bod,avg_nitraten,avg_fecal_coliform,anomaly_zscore,is_anomaly_z,wqi,wqi_category,is_anomaly_iqr
5361, VIDISHA,2021,Lake,HIMACHAL PRADESH,17.98,6.03,6.92,265.63,3.11,9.68,97.5,1.9815657179740893,False,3.26,Excellent,False
9211, U/S NEAR ROAD BRIDGE ORCHHA,2017,Lake,HIMACHAL PRADESH,19.71,5.09,6.82,136.83,4.01,10.07,32.0,1.941563634624741,False,2.95,Moderate,False
1286, KANJIA ROAD BRIDGE,2002,River,HIMACHAL PRADESH,15.81,5.9,6.8,151.82,4.81,4.785,168.0,1.624886276355591,False,3.17,Excellent,False
9436, ANICUT OF M/S CFCL GADEPAN,2006,River,HIMACHAL PRADESH,18.27,7.2,6.76,183.93,3.46,7.715,160.5,1.5986235703651301,False,3.57,Excellent,False
1091, BAROD ROAD BRIDGE,2017,River,HIMACHAL PRADESH,14.58,5.97,7.1,246.77,4.84,10.565,143.5,1.7020131990685408,False,3.25,Excellent,False
8013, TONK,2001,Reservoir,HIMACHAL PRADESH,26.78,5.56,7.23,219.1,2.54,4.1,232.0,2.2453795344444747,False,3.2,Excellent,False
7621,JAIPUR,2000,River,HIMACHAL PRADESH,14.04,5.26,6.97,257.54,4.11,9.22,258.5,1.829190716492502,False,3.02,Excellent,False
9122," GANDHI SAGAR DAM, CHITTORGARH",2001,Lake,HIMACHAL PRADESH,20.34,4.46,6.7,228.27,3.44,11.670000000000002,116.0,1.8857761875981585,False,2.74,Moderate,False
5239, TAL VILLAGE NEAR BRIDGE,2009,River,HIMACHAL PRADESH,18.59,5.1,7.66,236.22,3.45,11.445,238.5,1.7834378265033894,False,3.12,Excellent,False
6018, RANASTHALAM (M),2004,River,MAHARASHTRA,20.7,6.06,7.53,192.92,3.78,6.07,204.5,1.0727305108692744,False,3.38,Excellent,False
9872, PUSAPATIREGA (M),2009,Lake,MAHARASHTRA,16.32,7.76,6.97,212.64,5.06,8.295,92.5,1.986676661925451,False,3.76,Excellent,False
2420,VISAKHAPATNAM,2015,Pond,MAHARASHTRA,19.71,5.59,7.21,143.71,2.58,6.275,153.0,1.4832821313385232,False,3.2,Excellent,False
1084,KAKINADA,2005,River,ODISHA,23.22,6.46,7.56,134.84,3.0,6.83,164.0,1.7047818578325953,False,3.52,Excellent,False
1789, TIUNIKAKINADA,2017,Reservoir,TAMIL NADU,19.98,7.72,6.74,146.29,4.51,8.065000000000001,156.0,1.940529795872795,False,3.71,Excellent,False
4518, KAKINADA,2009,Reservoir,TELANGANA,22.44,6.48,7.47,209.99,4.63,11.040000000000001,227.5,1.599228776532807,False,3.48,Excellent,False
6692, NARSAPUR (M),2020,Reservoir,TELANGANA,17.3,6.44,6.86,184.08,4.38,3.475,172.0,1.841614342053513,False,3.35,Excellent,False
4996,MACHILIPATNAM (V & M),2003,Reservoir,TELANGANA,16.24,5.28,6.72,155.68,4.36,8.655,90.5,1.5806582995730898,False,2.98,Moderate,False
4577, NIZAMPATNAM (V & M),2020,Pond,UTTAR PRADESH,26.76,5.79,6.93,195.48,3.46,7.2700000000000005,164.5,2.238985544250771,False,3.18,Excellent,False
8905," BIT MESRA, RANCHI",2005,River,JHARKHAND,19.56,6.24,7.67,169.87,2.88,6.87,150.5,1.3886010269775593,False,3.48,Excellent,False
1121, KANKE DAM,2002,Reservoir,JHARKHAND,20.88,4.91,7.5,179.19,3.12,10.23,169.5,1.6901475186511639,False,3.04,Excellent,False
9785, MASANJORE DAM,2011,Lake,HIMACHAL PRADESH,17.68,7.02,6.9,194.88,5.07,5.275,179.5,1.7366609858872815,False,3.53,Excellent,False
5487, BOKARO,2001,Reservoir,UTTARAKHAND,20.21,4.5,6.82,229.99,2.59,6.86,201.0,1.768524563109346,False,2.79,Moderate,False
3059, TENUGH DAM,2010,Reservoir,HIMACHAL PRADESH,19.66,5.88,7.35,174.48,3.13,5.23,249.5,1.4258970289821764,False,3.3,Excellent,False
1609, NEAR TELMUCHO BRIDGE,2023,Reservoir,HIMACHAL PRADESH,23.74,6.57,7.08,165.1,4.43,11.465,181.0,1.7925345697118131,False,3.43,Excellent,False
6802, ZARANGDIH BRIDGE,2009,Reservoir,HIMACHAL PRADESH,15.99,6.4,6.9,137.76,3.9,8.455,184.5,1.3436850337768533,False,3.35,Excellent,False
1886," BOLBA, JHARKHAND",2007,River,HIMACHAL PRADESH,24.99,4.77,7.04,209.28,4.46,3.7350000000000003,253.5,1.7233566803440026,False,2.88,Moderate,False
5557, MAITHAN DAM,2001,Lake,HIMACHAL PRADESH,14.99,6.26,7.29,136.93,2.92,11.370000000000001,230.0,1.7493250394718005,False,3.41,Excellent,False
4322, BOKARO,2023,River,HIMACHAL PRADESH,14.32,7.18,8.0,131.71,4.07,6.495,60.0,2.3170392487947526,False,3.81,Excellent,False
4350," NK AREA,  PO-DAKRA",2008,Reservoir,HIMACHAL PRADESH,20.56,4.7,6.54,169.13,3.08,11.55,262.5,2.1637784052344187,False,2.78,Moderate,False
4514,NEAR TELMUCHO BRIDGE,2020,River,HIMACHAL PRADESH,19.07,5.58,6.99,242.15,3.21,4.75,215.0,1.3709698968189155,False,3.14,Excellent,False
4373, TIUNI,2011,Pond,HIMACHAL PRADESH,25.38,6.38,7.23,195.5,5.3,5.265,73.0,1.8961655252703904,False,3.4,Excellent,False
5801, HARIPUR (U.K.),2024,Pond,HIMACHAL PRADESH,16.16,7.69,6.62,226.0,2.98,5.385,223.0,1.9182541502191215,False,3.7,Excellent,False
9632,D/S RAJGARH TOWN,2021,Reservoir,MADHYA PRADESH,18.82,6.92,7.36,227.64,2.68,10.899999999999999,130.0,1.6761460157586592,False,3.62,Excellent,False
6734, BARU SAHIB,2010,River,MADHYA PRADESH,21.42,5.93,7.51,133.94,3.46,5.835,142.5,1.4431539015757686,False,3.34,Excellent,False
1209,U/S CHAILLA,2018,Pond,MADHYA PRADESH,25.56,4.99,7.78,247.86,4.34,9.435,146.0,1.8537476350801907,False,3.1,Excellent,False
4887, YASHWANT NAGAR- NEAR SHANI MANDIR,2000,Reservoir,MADHYA PRADESH,22.2,6.74,7.38,194.2,2.91,5.965,263.5,1.642653117674116,False,3.57,Excellent,False
7920, VILLAGE MARYOG,2015,Lake,MADHYA PRADESH,18.67,5.64,6.82,157.54,3.3,7.279999999999999,215.5,1.2890982467424226,False,3.12,Excellent,False
6869, U/S CCI MINES ,2018,Pond,MADHYA PRADESH,16.79,4.82,7.62,226.51,2.64,7.36,39.0,1.8331855902787713,False,3.05,Excellent,False
6795,AUN,2008,Lake,MADHYA PRADESH,20.52,4.77,6.99,214.63,4.1,9.68,103.5,1.4570332172539255,False,2.88,Moderate,False
7832, SAINJ,2024,River,RAJASTHAN,17.42,5.58,7.1,159.65,5.42,4.96,234.5,2.058279250495172,False,3.13,Excellent,False
5143, SAINJ,2008,River,RAJASTHAN,20.28,6.14,6.98,237.01,2.85,8.105,85.0,1.2373045424433786,False,3.31,Excellent,False
4639,"ION OF INDIA,  BANGRAN BRIDGE",2010,River,RAJASTHAN,19.8,5.92,6.96,195.0,4.3,9.32,88.0,1.074539279856983,False,3.22,Excellent,False
7593,ER SUPPLY INTAKE WELL ,2013,Reservoir,RAJASTHAN,16.48,4.96,7.25,181.42,3.58,5.489999999999999,238.0,1.2478473846995117,False,2.99,Moderate,False
8002," AGASOD,  BINA",2001,Pond,RAJASTHAN,23.22,6.03,7.74,201.26,3.76,5.33,156.5,1.5344306859334935,False,3.41,Excellent,False
6370, M/S J.P. THERMAL POWER,2003,River,MADHYA PRADESH,23.68,7.06,7.67,216.02,3.4,7.665,226.5,1.3195969627951079,False,3.71,Excellent,False
8596," CHARANTIRGH, VIDISHA",2015,River,ANDHRA PRADESH,23.08,6.12,7.4,109.5,4.06,9.58,116.0,2.0785844335147248,False,3.37,Excellent,False
4658, VIDISHA,2018,Pond,ANDHRA PRADESH,17.68,7.2,7.17,125.52,4.69,10.549999999999999,94.5,1.661855386069594,False,3.64,Excellent,False
4196, U/S NEAR ROAD BRIDGE ORCHHA,2016,Reservoir,ANDHRA PRADESH,20.72,6.15,7.61,183.72,4.13,5.71,157.5,1.1354537715336335,False,3.42,Excellent,False
3773, KANJIA ROAD BRIDGE,2024,River,ANDHRA PRADESH,15.06,7.02,6.89,193.55,3.28,6.46,258.0,1.6668845208798861,False,3.54,Excellent,False
8829, ANICUT OF M/S CFCL GADEPAN,2022,Pond,ANDHRA PRADESH,19.62,6.78,7.24,226.65,3.57,6.5200000000000005,137.0,1.39292301770497,False,3.54,Excellent,False
7791, BAROD ROAD BRIDGE,2011,Pond,ANDHRA PRADESH,20.97,6.7,6.68,141.98,4.7,3.66,128.0,1.7574694673755922,False,3.39,Excellent,False
7425, TONK,2022,Lake,ANDHRA PRADESH,18.2,5.26,7.61,233.18,2.86,8.795,99.5,1.39292301770497,False,3.17,Excellent,False
1758,JAIPUR,2002,Reservoir,ANDHRA PRADESH,19.94,7.11,7.38,132.8,3.88,6.27,214.5,1.472799524919759,False,3.66,Excellent,False
3004," GANDHI SAGAR DAM, CHITTORGARH",2001,River,ANDHRA PRADESH,24.12,6.09,7.76,208.35,3.6,6.8149999999999995,182.0,1.6111570156257722,False,3.44,Excellent,False
3067, TAL VILLAGE NEAR BRIDGE,2023,Pond,ANDHRA PRADESH,20.42,6.41,7.12,162.4,2.5,12.32,208.5,2.1814203418719327,False,3.43,Excellent,False
2353, RANASTHALAM (M),2019,River,ANDHRA PRADESH,18.54,6.38,6.94,201.3,4.51,5.265000000000001,181.5,1.202863576177553,False,3.35,Excellent,False
8663, PUSAPATIREGA (M),2018,River,ANDHRA PRADESH,17.17,6.45,7.47,223.81,4.19,11.0,159.0,1.5810352901159588,False,3.48,Excellent,False
9916,VISAKHAPATNAM,2001,Lake,GOA,22.86,6.52,7.56,196.06,4.62,5.515,51.0,1.7884744570431605,False,3.51,Excellent,False
7405,KAKINADA,2019,River,GOA,23.56,5.3,7.8,250.36,4.03,8.809999999999999,223.0,1.7032286112565094,False,3.2,Excellent,False
3505, TIUNIKAKINADA,2015,River,GOA,17.0,5.46,6.96,187.0,2.66,7.0200000000000005,208.5,1.3959901254482556,False,3.11,Excellent,False
3004, KAKINADA,2010,River,GOA,15.9,6.36,7.74,188.76,3.36,10.350000000000001,75.0,1.5190854199950379,False,3.52,Excellent,False
2565, NARSAPUR (M),2020,Reservoir,ANDHRA PRADESH,15.96,7.04,7.26,153.76,3.8,3.055,192.5,2.0326459494304134,False,3.62,Excellent,False
7063,MACHILIPATNAM (V & M),2022,River,ANDHRA PRADESH,19.57,4.64,6.84,122.14,2.93,7.095,57.0,1.750012108118829,False,2.83,Moderate,False
5968, NIZAMPATNAM (V & M),2012,River,ANDHRA PRADESH,13.38,5.64,7.07,150.3,4.47,4.279999999999999,159.0,2.038593895336262,False,3.15,Excellent,False
1529," BIT MESRA, RANCHI",2021,Lake,ANDHRA PRADESH,20.94,7.45,6.97,216.41,4.38,4.795,172.0,1.6348068082739564,False,3.68,Excellent,False
7503, KANKE DAM,2023,Lake,ANDHRA PRADESH,19.96,6.52,7.42,211.85,2.36,4.545,238.0,1.7700987221208293,False,3.52,Excellent,False
4847, MASANJORE DAM,2009,River,DELHI,23.0,6.51,7.0,224.56,3.06,11.190000000000001,138.0,1.667454350595986,False,3.42,Excellent,False
5068, BOKARO,2008,Lake,DELHI,21.2,5.38,7.0,151.96,3.02,7.505,234.5,1.193658362526527,False,3.08,Excellent,False
6998, TENUGH DAM,2023,Reservoir,GOA,18.7,6.78,7.21,225.7,2.76,7.77,181.0,1.529903769292428,False,3.55,Excellent,False
2689, NEAR TELMUCHO BRIDGE,2016,Lake,GOA,19.33,6.84,7.35,131.59,3.32,3.4949999999999997,247.5,1.8325175988450892,False,3.58,Excellent,False
4007, ZARANGDIH BRIDGE,2019,Reservoir,GOA,18.46,5.64,7.2,125.66,3.71,7.8149999999999995,42.0,1.7867378569876413,False,3.19,Excellent,False
1758," BOLBA, JHARKHAND",2013,Lake,GUJARAT,22.06,7.14,7.24,178.7,4.39,8.68,77.5,1.4381995711221947,False,3.64,Excellent,False
9801, MAITHAN DAM,2007,Reservoir,ASSAM,21.2,4.67,7.52,178.05,3.3,8.76,211.5,1.742989348776549,False,2.97,Moderate,False
9790, BOKARO,2001,Lake,ASSAM,20.06,6.02,7.76,167.24,3.7,9.809999999999999,98.0,1.7386385992901776,False,3.42,Excellent,False
8799," NK AREA,  PO-DAKRA",2005,Reservoir,ASSAM,14.22,7.56,7.68,189.39,3.38,7.035,206.0,1.7700463072007535,False,3.87,Excellent,False
3932,NEAR TELMUCHO BRIDGE,2007,Reservoir,ASSAM,19.6,5.03,6.74,166.84,2.51,7.91,66.0,1.5705741372287905,False,2.94,Moderate,False
3969, TIUNI,2005,River,ASSAM,18.74,5.13,7.13,239.36,4.4,9.795,75.0,1.2984161344244123,False,3.01,Excellent,False
5792, HARIPUR (U.K.),2001,Reservoir,ASSAM,22.67,6.78,6.61,216.78,4.6,4.19,177.5,1.9335994161575798,False,3.4,Excellent,False
1984,D/S RAJGARH TOWN,2021,Lake,ASSAM,24.72,6.88,7.53,192.76,3.8,10.365,250.0,1.5867985444931072,False,3.62,Excellent,False
1020, BARU SAHIB,2017,Pond,ASSAM,17.92,4.6,7.54,202.74,2.24,5.960000000000001,62.0,1.9135070175119822,False,2.98,Moderate,False
9014,U/S CHAILLA,2016,River,ASSAM,18.05,7.7,6.66,212.26,2.54,10.174999999999999,137.5,1.9289930793596315,False,3.72,Excellent,False
1309, YASHWANT NAGAR- NEAR SHANI MANDIR,2014,River,ASSAM,23.71,6.72,7.04,259.14,4.35,7.114999999999999,99.0,1.8127937043754059,False,3.47,Excellent,False
2237, VILLAGE MARYOG,2006,Reservoir,ASSAM,15.68,6.15,7.22,131.86,2.7,4.025,90.0,1.591453903821857,False,3.37,Excellent,False
2392, U/S CCI MINES ,2008,Reservoir,ASSAM,25.04,6.45,7.18,202.04,3.95,4.665000000000001,91.5,1.6891023875923488,False,3.42,Excellent,False
1179,AUN,2002,Pond,ASSAM,25.06,6.23,6.98,142.25,4.73,5.715,62.5,1.6954963777860523,False,3.31,Excellent,False
4141, SAINJ,2004,Pond,ASSAM,16.77,6.58,7.34,188.98,3.85,9.94,222.5,1.0989079000694948,False,3.49,Excellent,False
2005, SAINJ,2000,River,ASSAM,16.42,6.6,6.89,179.1,4.6,7.605,227.5,1.6206535172191066,False,3.4,Excellent,False
8497,"ION OF INDIA,  BANGRAN BRIDGE",2018,River,ASSAM,17.34,7.66,7.32,178.65,3.8,6.855,221.0,1.871309496793813,False,3.81,Excellent,False
5226,ER SUPPLY INTAKE WELL ,2015,Lake,ASSAM,17.48,4.96,7.49,170.62,3.92,3.795,220.0,1.6960664507187313,False,3.04,Excellent,False
6132," AGASOD,  BINA",2002,Reservoir,ASSAM,22.62,6.04,7.56,170.29,4.64,4.805,136.0,1.3466920140441905,False,3.37,Excellent,False
9788, M/S J.P. THERMAL POWER,2016,Pond,ASSAM,20.18,5.78,6.99,196.74,4.56,7.085,241.5,1.737847553929019,False,3.18,Excellent,False
1049," CHARANTIRGH, VIDISHA",2012,Lake,ASSAM,14.04,6.84,7.07,168.48,3.02,4.085,242.5,1.8275922189440768,False,3.53,Excellent,False
5385, VIDISHA,2003,River,ASSAM,15.32,6.84,7.57,128.41,3.28,9.375,239.5,1.5868311550630916,False,3.63,Excellent,False
8772, U/S NEAR ROAD BRIDGE ORCHHA,2022,Reservoir,ASSAM,21.76,5.24,7.52,241.43,4.08,5.16,234.0,1.39292301770497,False,3.13,Excellent,False
8942, KANJIA ROAD BRIDGE,2022,Reservoir,ASSAM,22.8,5.16,6.76,203.18,4.56,8.995,261.0,1.6039466732648409,False,2.95,Moderate,False
7964, ANICUT OF M/S CFCL GADEPAN,2005,Pond,ASSAM,15.69,4.18,6.92,220.12,4.46,8.955,153.5,2.1434678497871675,False,2.68,Moderate,False
2159, BAROD ROAD BRIDGE,2001,Pond,ASSAM,22.68,5.58,7.21,160.26,3.7,6.495,166.5,1.4836727656316486,False,3.17,Excellent,False
9643, TONK,2016,Reservoir,ASSAM,17.34,4.98,7.3,149.88,3.89,8.855,125.5,1.6804967652450307,False,3.01,Excellent,False
7925,JAIPUR,2002,Lake,ASSAM,19.06,6.08,7.65,199.42,4.65,8.94,211.5,1.3466920140441905,False,3.4,Excellent,False
3887," GANDHI SAGAR DAM, CHITTORGARH",2007,Lake,ASSAM,19.84,7.19,7.14,179.32,5.03,3.745,167.5,1.7188083087397907,False,3.63,Excellent,False
1120, TAL VILLAGE NEAR BRIDGE,2017,River,ASSAM,20.67,4.43,7.22,241.73,5.18,6.805000000000001,202.0,1.8492815787014925,False,2.81,Moderate,False
2901, RANASTHALAM (M),2011,Lake,ASSAM,19.96,6.22,7.78,225.6,4.82,8.93,54.5,1.6725380793795979,False,3.47,Excellent,False
3031, PUSAPATIREGA (M),2017,Lake,ASSAM,18.44,6.89,7.42,242.91,4.27,6.66,91.0,1.3907336457149089,False,3.6,Excellent,False
4530,VISAKHAPATNAM,2002,Lake,ASSAM,21.97,5.24,6.82,246.94,4.87,8.765,234.0,1.4956635493929806,False,2.98,Moderate,False
3605,KAKINADA,2023,River,ASSAM,22.32,6.6,6.74,244.85,2.68,6.91,48.5,1.6861011015235265,False,3.41,Excellent,False
5043, TIUNIKAKINADA,2003,Pond,ASSAM,18.4,7.42,7.64,137.76,3.11,6.91,158.5,1.6059650169910467,False,3.82,Excellent,False
3855, KAKINADA,2004,Pond,ASSAM,23.56,7.4,7.06,179.0,2.94,6.72,267.5,1.7045834287289556,False,3.7,Excellent,False
6049, NARSAPUR (M),2013,Reservoir,ASSAM,17.79,5.14,7.58,186.2,4.36,8.435,240.0,1.2788125402269317,False,3.11,Excellent,False
2370,MACHILIPATNAM (V & M),2008,Lake,ASSAM,25.84,5.78,7.34,188.15,2.93,6.58,161.0,1.9448619953404527,False,3.27,Excellent,False
1382, NIZAMPATNAM (V & M),2005,Pond,ASSAM,23.58,4.77,7.4,112.42,3.9,4.43,232.5,2.0027800545254855,False,2.96,Moderate,False
7509," BIT MESRA, RANCHI",2016,Pond,ASSAM,17.2,5.32,7.1,127.24,3.8,6.7,139.5,1.617126901726029,False,3.07,Excellent,False
9577, KANKE DAM,2023,River,ASSAM,23.84,5.45,6.99,179.36,3.62,10.5,146.0,1.6543922683268015,False,3.09,Excellent,False
5930, MASANJORE DAM,2023,River,ASSAM,18.55,6.06,7.59,270.98,2.29,11.43,236.5,2.1206921082287824,False,3.42,Excellent,False
8674, BOKARO,2009,River,ASSAM,18.34,7.28,7.2,181.62,4.94,10.129999999999999,177.5,1.4597054958190552,False,3.67,Excellent,False
6564, TENUGH DAM,2006,Pond,ASSAM,20.14,7.66,7.31,134.68,2.42,7.57,222.0,1.8828462133069765,False,3.85,Excellent,False
2353, NEAR TELMUCHO BRIDGE,2020,Lake,ASSAM,16.18,5.92,7.54,178.36,3.09,9.095,198.5,1.202863576177553,False,3.35,Excellent,False
3135, ZARANGDIH BRIDGE,2014,Lake,ASSAM,23.05,6.28,7.14,139.62,3.94,8.444999999999999,184.0,1.2951858341833948,False,3.36,Excellent,False
8341," BOLBA, JHARKHAND",2023,Reservoir,ASSAM,24.17,5.68,7.74,201.74,3.87,5.85,246.5,1.529903769292428,False,3.3,Excellent,False
8616, MAITHAN DAM,2002,Lake,ANDHRA PRADESH,17.02,6.88,7.28,255.54,2.72,4.220000000000001,246.0,1.719305971110804,False,3.6,Excellent,False
9718, BOKARO,2003,Lake,ANDHRA PRADESH,19.92,5.39,7.14,165.24,3.54,6.11,192.0,1.710160966288473,False,3.1,Excellent,False
6421," NK AREA,  PO-DAKRA",2012,Pond,ANDHRA PRADESH,16.8,7.4,7.4,166.2,4.5,5.239999999999999,185.5,1.5828915839647186,False,3.75,Excellent,False
8137,NEAR TELMUCHO BRIDGE,2011,Pond,ANDHRA PRADESH,13.74,5.98,7.39,226.11,3.68,7.68,173.5,1.9219035743011894,False,3.33,Excellent,False
2849, TIUNI,2003,River,ANDHRA PRADESH,25.88,4.59,7.19,222.0,4.54,4.95,160.0,1.9560514781794323,False,2.86,Moderate,False
8641, HARIPUR (U.K.),2004,Reservoir,ANDHRA PRADESH,23.79,6.72,7.18,228.9,4.44,11.51,109.5,1.8130022419307668,False,3.5,Excellent,False
6990,D/S RAJGARH TOWN,2003,Pond,ANDHRA PRADESH,21.08,7.64,7.94,159.81,3.56,6.935,92.5,2.1635865894101927,False,3.94,Excellent,False
3641, BARU SAHIB,2023,River,ANDHRA PRADESH,17.67,6.2,7.8,195.8,4.21,3.9699999999999998,244.5,1.7339191431334209,False,3.47,Excellent,False
4962,U/S CHAILLA,2011,River,ANDHRA PRADESH,18.25,6.12,7.48,116.24,3.5,10.62,71.5,1.90331118672657,False,3.39,Excellent,False
1566, YASHWANT NAGAR- NEAR SHANI MANDIR,2007,River,ANDHRA PRADESH,18.57,5.15,6.9,179.13,2.66,8.735,61.5,1.5141399257934067,False,3.0,Excellent,False
9859, VILLAGE MARYOG,2024,Pond,ANDHRA PRADESH,16.03,6.42,7.27,229.2,3.82,11.879999999999999,223.5,1.9812919912866076,False,3.44,Excellent,False
9369, U/S CCI MINES ,2015,Reservoir,ANDHRA PRADESH,18.58,7.69,7.35,179.31,5.12,4.95,182.5,1.9116880045898852,False,3.82,Excellent,False
8101,AUN,2014,Reservoir,GOA,19.92,6.1,6.86,206.35,3.8,9.7,261.5,1.611687962146696,False,3.25,Excellent,False
1151, SAINJ,2000,River,GOA,19.41,5.97,7.65,149.33,4.24,8.385,202.5,1.678281838233787,False,3.37,Excellent,False
6098, SAINJ,2000,River,GOA,17.7,4.7,7.39,187.91,3.89,8.780000000000001,193.5,1.6206535172191066,False,2.94,Moderate,False
5525,"ION OF INDIA,  BANGRAN BRIDGE",2002,Lake,GOA,24.96,5.87,6.8,196.97,3.7,6.47,52.5,1.663526426817539,False,3.18,Excellent,False
4727,ER SUPPLY INTAKE WELL ,2021,Lake,GOA,14.02,5.52,6.94,203.64,3.79,3.52,138.5,1.8355847066862045,False,3.1,Excellent,False
8057," AGASOD,  BINA",2009,Reservoir,GOA,23.18,5.69,7.12,210.18,4.38,6.21,91.5,1.0960597971264332,False,3.18,Excellent,False
3977, M/S J.P. THERMAL POWER,2004,River,ANDHRA PRADESH,20.11,6.62,6.9,222.4,3.44,8.94,185.5,1.0727305108692744,False,3.43,Excellent,False
3564," CHARANTIRGH, VIDISHA",2016,Pond,ANDHRA PRADESH,16.43,5.91,7.43,245.78,4.4,4.33,202.0,1.4652377780662538,False,3.31,Excellent,False
6045, VIDISHA,2007,Pond,ANDHRA PRADESH,16.74,6.64,6.96,244.74,4.79,10.6,109.5,1.4383226726618414,False,3.43,Excellent,False
4009, U/S NEAR ROAD BRIDGE ORCHHA,2019,River,ANDHRA PRADESH,18.91,4.91,6.92,173.24,2.6,10.71,69.0,1.4645767015048943,False,2.94,Moderate,False
4094, KANJIA ROAD BRIDGE,2022,Pond,ANDHRA PRADESH,22.28,6.86,7.24,179.48,4.01,5.0649999999999995,212.0,1.39292301770497,False,3.55,Excellent,False
4330, ANICUT OF M/S CFCL GADEPAN,2002,Lake,ANDHRA PRADESH,15.44,7.2,7.62,148.7,2.86,7.569999999999999,200.5,1.3800129053848946,False,3.75,Excellent,False
5676, BAROD ROAD BRIDGE,2000,Lake,DELHI,20.96,6.98,7.0,250.14,3.28,4.395,36.0,1.8796333235699012,False,3.56,Excellent,False
4303, TONK,2006,River,GOA,24.51,6.76,7.05,224.29,4.63,7.864999999999999,159.0,1.5196616474592297,False,3.48,Excellent,False
9935,JAIPUR,2019,Reservoir,GOA,21.22,6.6,7.8,200.73,2.96,5.12,137.0,1.7959893879741657,False,3.61,Excellent,False
3639," GANDHI SAGAR DAM, CHITTORGARH",2005,River,GOA,24.18,5.2,7.02,226.44,5.3,6.515,72.0,1.9024006685482664,False,3.0,Excellent,False
1715, TAL VILLAGE NEAR BRIDGE,2017,Reservoir,GUJARAT,13.56,5.25,7.04,163.35,5.09,10.5,63.5,1.981047983592939,False,3.02,Excellent,False
7975, RANASTHALAM (M),2024,River,GUJARAT,18.21,4.49,7.65,214.37,3.66,7.970000000000001,147.0,1.7800612796225095,False,2.93,Moderate,False
9026, PUSAPATIREGA (M),2022,River,GUJARAT,23.22,7.35,7.13,250.86,2.44,6.6850000000000005,166.0,1.6578661431190576,False,3.71,Excellent,False
4066,VISAKHAPATNAM,2021,Lake,HIMACHAL PRADESH,22.0,5.16,7.78,161.12,3.69,7.945,59.0,1.6418475475026866,False,3.16,Excellent,False
3316,KAKINADA,2017,Lake,HIMACHAL PRADESH,21.88,4.49,7.19,172.14,3.5,5.68,184.0,1.7800612796225095,False,2.84,Moderate,False
7256, TIUNIKAKINADA,2022,Reservoir,HIMACHAL PRADESH,16.1,6.15,6.7,228.12,3.28,7.86,116.0,1.6573846292653684,False,3.25,Excellent,False
5850, KAKINADA,2009,Pond,HIMACHAL PRADESH,17.88,6.38,7.09,249.34,3.96,3.27,168.0,1.9348559599398574,False,3.39,Excellent,False
4032, NARSAPUR (M),2004,River,HIMACHAL PRADESH,23.36,5.74,7.32,216.14,2.76,5.25,80.0,1.2588169733349788,False,3.26,Excellent,False
