Time,Date,Dayoftheweek,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
02:30,22,Saturday,14,5,0,10,29,Low
02:45,22,Saturday,20,0,1,33,54,Normal
03:00,22,Saturday,13,1,1,33,48,Normal
03:15,22,Saturday,18,2,1,12,33,Low
03:30,22,Saturday,19,2,1,23,45,Normal
03:45,22,Saturday,10,4,0,36,50,Normal
04:00,22,Saturday,13,4,0,17,34,Normal
04:15,22,Saturday,86,28,2,18,134,Normal
04:30,22,Saturday,59,29,9,14,111,Normal
04:45,22,Saturday,102,20,9,13,144,Normal
05:00,22,Saturday,114,28,8,16,166,Normal
05:15,22,Saturday,87,23,5,0,115,Normal
05:30,22,Saturday,88,5,8,13,114,Normal
05:45,22,Saturday,83,6,4,9,102,Low
06:00,22,Saturday,150,19,24,3,196,High
06:15,22,Saturday,148,35,46,1,230,High
06:30,22,Saturday,146,23,23,4,196,High
06:45,22,Saturday,140,21,39,3,203,High
07:00,22,Saturday,149,36,35,1,221,High
07:15,22,Saturday,125,34,42,0,201,High
07:30,22,Saturday,147,34,20,5,206,High
07:45,22,Saturday,128,33,21,4,186,High
08:00,22,Saturday,111,38,50,5,204,High
08:15,22,Saturday,144,20,32,4,200,High
08:30,22,Saturday,121,14,23,1,159,Normal
08:45,22,Saturday,136,36,40,4,216,High
09:00,22,Saturday,114,21,23,1,159,Normal
09:15,22,Saturday,75,17,37,29,158,High
09:30,22,Saturday,34,5,27,22,88,Normal
09:45,22,Saturday,45,6,7,15,73,Normal
10:00,22,Saturday,65,10,6,27,108,Normal
10:15,22,Saturday,67,25,20,18,130,Normal
10:30,22,Saturday,50,25,25,28,128,High
10:45,22,Saturday,37,19,38,12,106,Normal
11:00,22,Saturday,36,8,3,29,76,Normal
11:15,22,Saturday,63,5,8,23,99,Normal
11:30,22,Saturday,67,5,7,22,101,Normal
11:45,22,Saturday,36,9,14,22,81,Normal
12:00,22,Saturday,57,8,10,22,97,Normal
12:15,22,Saturday,65,7,14,25,111,Normal
12:30,22,Saturday,54,10,3,29,96,Normal
12:45,22,Saturday,41,5,4,25,75,Normal
13:00,22,Saturday,43,9,3,25,80,Normal
13:15,22,Saturday,9,27,32,17,85,Normal
13:30,22,Saturday,101,28,18,20,167,Normal
13:45,22,Saturday,99,16,16,18,149,Normal
14:00,22,Saturday,20,27,32,12,91,Normal
14:15,22,Saturday,96,16,39,17,168,High
14:30,22,Saturday,62,28,18,20,128,Normal
14:45,22,Saturday,58,27,17,5,107,Normal
15:00,22,Saturday,60,18,28,12,118,High
15:15,22,Saturday,81,26,13,17,137,Normal
15:30,22,Saturday,118,15,27,13,173,High
15:45,22,Saturday,53,12,25,20,110,Normal
16:00,22,Saturday,132,12,27,9,180,High
16:15,22,Saturday,149,14,50,5,218,High
16:30,22,Saturday,106,35,41,5,187,High
16:45,22,Saturday,150,29,27,7,213,High
17:00,22,Saturday,110,30,46,5,191,High
17:15,22,Saturday,129,35,34,5,203,High
17:30,22,Saturday,133,21,26,5,185,High
17:45,22,Saturday,148,34,45,7,234,High
18:00,22,Saturday,144,39,43,8,234,High
18:15,22,Saturday,126,27,44,8,205,High
18:30,22,Saturday,103,34,49,5,191,High
18:45,22,Saturday,96,7,13,30,146,High
19:00,22,Saturday,54,17,17,19,107,Normal
19:15,22,Saturday,98,16,17,15,146,Normal
19:30,22,Saturday,72,6,19,8,105,Normal
19:45,22,Saturday,69,23,12,31,135,High
20:00,22,Saturday,85,13,16,24,138,High
20:15,22,Saturday,102,22,12,9,145,Normal
20:30,22,Saturday,103,14,20,14,151,Normal
20:45,22,Saturday,80,12,10,22,124,High
21:00,22,Saturday,63,18,11,5,97,Low
21:15,22,Saturday,84,21,13,9,127,Normal
21:30,22,Saturday,72,10,10,29,121,High
21:45,22,Saturday,79,22,17,13,131,Normal
22:00,22,Saturday,12,5,0,27,44,Normal
22:15,22,Saturday,19,1,1,38,59,Normal
22:30,22,Saturday,14,3,0,33,50,Normal
22:45,22,Saturday,16,3,1,37,57,Normal
23:00,22,Saturday,14,5,0,37,56,Normal
23:15,22,Saturday,11,2,1,20,34,Normal
23:30,22,Saturday,20,3,0,25,48,Normal
23:45,22,Saturday,20,0,1,30,51,Normal
00:00,23,Monday,13,2,1,17,33,Normal
00:15,23,Monday,20,1,1,19,41,Normal
00:30,23,Monday,10,2,1,12,25,Low
00:45,23,Monday,14,2,0,25,41,Normal
01:00,23,Monday,12,0,1,16,29,Normal
01:15,23,Monday,11,5,1,31,48,Normal
01:30,23,Monday,13,1,1,16,31,Normal
01:45,23,Monday,17,3,0,10,30,Low
02:00,23,Monday,11,1,0,22,34,Normal
02:15,23,Monday,10,4,1,16,31,Normal
02:30,23,Monday,15,3,1,32,51,Normal
02:45,23,Monday,10,0,0,22,32,Normal
03:00,23,Monday,20,1,1,16,38,Normal
03:15,23,Monday,16,1,1,15,33,Normal
03:30,23,Monday,14,4,1,32,51,Normal
03:45,23,Monday,16,1,1,37,55,Normal
04:00,23,Monday,10,2,1,36,49,Normal
04:15,23,Monday,96,18,7,2,123,Normal
04:30,23,Monday,51,14,0,5,70,Low
04:45,23,Monday,63,25,2,8,98,Low
05:00,23,Monday,72,7,1,4,84,Low
05:15,23,Monday,86,18,6,1,111,Low
05:30,23,Monday,105,4,4,20,133,Normal
05:45,23,Monday,117,10,10,18,155,Normal
06:00,23,Monday,120,36,32,0,188,High
06:15,23,Monday,135,20,31,0,186,High
06:30,23,Monday,112,40,42,3,197,High
06:45,23,Monday,135,13,20,3,171,High
07:00,23,Monday,105,35,24,2,166,Normal
07:15,23,Monday,150,25,36,0,211,High
07:30,23,Monday,108,27,23,2,160,Normal
07:45,23,Monday,108,40,45,1,194,High
08:00,23,Monday,118,19,21,1,159,Normal
08:15,23,Monday,131,18,41,1,191,High
08:30,23,Monday,148,31,20,4,203,High
08:45,23,Monday,120,26,22,1,169,High
09:00,23,Monday,147,12,32,0,191,High
09:15,23,Monday,73,9,35,12,129,High
09:30,23,Monday,93,21,22,29,165,High
09:45,23,Monday,66,2,10,28,106,Normal
10:00,23,Monday,18,6,6,6,36,Low
10:15,23,Monday,78,1,16,30,125,High
10:30,23,Monday,69,15,24,20,128,Normal
10:45,23,Monday,82,2,40,17,141,High
11:00,23,Monday,57,9,5,23,94,Normal
11:15,23,Monday,25,5,14,26,70,Normal
11:30,23,Monday,40,9,15,28,92,Normal
11:45,23,Monday,52,6,13,21,92,Normal
12:00,23,Monday,45,8,13,29,95,Normal
12:15,23,Monday,67,10,7,25,109,Normal
12:30,23,Monday,20,8,14,30,72,Normal
12:45,23,Monday,44,8,4,29,85,Normal
13:00,23,Monday,63,5,8,29,105,Normal
13:15,23,Monday,119,15,20,13,167,Normal
13:30,23,Monday,103,10,23,7,143,Normal
13:45,23,Monday,42,14,15,14,85,Normal
14:00,23,Monday,67,20,24,12,123,Normal
14:15,23,Monday,56,18,29,17,120,High
14:30,23,Monday,65,16,32,15,128,High
14:45,23,Monday,107,11,26,19,163,High
15:00,23,Monday,11,18,22,10,61,Normal
15:15,23,Monday,28,15,27,12,82,Normal
15:30,23,Monday,45,17,7,6,75,Low
15:45,23,Monday,66,12,27,6,111,Normal
16:00,23,Monday,104,40,22,9,175,High
16:15,23,Monday,113,21,26,5,165,High
16:30,23,Monday,120,29,37,6,192,High
16:45,23,Monday,129,10,39,6,184,High
17:00,23,Monday,119,29,40,10,198,High
17:15,23,Monday,119,25,32,9,185,High
17:30,23,Monday,123,10,30,7,170,High
17:45,23,Monday,111,33,28,5,177,High
18:00,23,Monday,110,12,47,8,177,High
18:15,23,Monday,139,15,43,9,206,High
18:30,23,Monday,132,29,25,7,193,High
18:45,23,Monday,51,8,18,18,95,Normal
19:00,23,Monday,76,5,14,20,115,Normal
19:15,23,Monday,53,15,13,23,104,Normal
19:30,23,Monday,50,25,19,9,103,Normal
19:45,23,Monday,86,24,20,34,164,High
20:00,23,Monday,67,23,14,13,117,Normal
20:15,23,Monday,54,9,15,7,85,Low
20:30,23,Monday,59,12,16,35,122,High
20:45,23,Monday,109,25,15,5,154,Normal
21:00,23,Monday,73,18,10,35,136,High
21:15,23,Monday,65,24,14,19,122,Normal
21:30,23,Monday,94,10,11,22,137,High
21:45,23,Monday,106,9,12,31,158,High
22:00,23,Monday,18,3,0,11,32,Low
22:15,23,Monday,17,1,1,36,55,Normal
22:30,23,Monday,12,0,0,22,34,Normal
22:45,23,Monday,11,1,0,19,31,Normal
23:00,23,Monday,16,1,0,32,49,Normal
23:15,23,Monday,12,3,1,13,29,Normal
23:30,23,Monday,14,4,1,27,46,Normal
23:45,23,Monday,11,3,1,37,52,Normal
00:00,24,Tuesday,17,2,0,18,37,Normal
00:15,24,Tuesday,18,4,1,39,62,Normal
00:30,24,Tuesday,20,4,0,32,56,Normal
00:45,24,Tuesday,15,0,0,28,43,Normal
01:00,24,Tuesday,11,4,0,12,27,Low
01:15,24,Tuesday,19,5,1,35,60,Normal
01:30,24,Tuesday,15,0,1,26,42,Normal
01:45,24,Tuesday,11,4,0,31,46,Normal
02:00,24,Tuesday,19,2,1,33,55,Normal
02:15,24,Tuesday,12,4,1,29,46,Normal
02:30,24,Tuesday,15,5,1,16,37,Normal
02:45,24,Tuesday,14,4,1,21,40,Normal
03:00,24,Tuesday,19,4,1,17,41,Normal
03:15,24,Tuesday,10,2,1,12,25,Low
03:30,24,Tuesday,10,0,0,11,21,Low
03:45,24,Tuesday,20,4,1,33,58,Normal
04:00,24,Tuesday,10,1,0,12,23,Low
04:15,24,Tuesday,73,12,5,5,95,Low
04:30,24,Tuesday,95,15,4,19,133,Normal
04:45,24,Tuesday,81,19,3,13,116,Normal
05:00,24,Tuesday,119,25,10,9,163,Normal
05:15,24,Tuesday,80,10,4,15,109,Normal
05:30,24,Tuesday,102,24,3,16,145,Normal
05:45,24,Tuesday,68,17,6,10,101,Low
06:00,24,Tuesday,109,40,38,0,187,High
06:15,24,Tuesday,124,25,31,1,181,High
06:30,24,Tuesday,126,22,21,1,170,High
06:45,24,Tuesday,120,31,29,5,185,High
07:00,24,Tuesday,101,20,47,5,173,High
07:15,24,Tuesday,139,40,48,2,229,High
07:30,24,Tuesday,116,23,23,4,166,Normal
07:45,24,Tuesday,101,14,24,0,139,Normal
08:00,24,Tuesday,137,40,21,5,203,High
08:15,24,Tuesday,131,26,36,0,193,High
08:30,24,Tuesday,114,27,45,4,190,High
08:45,24,Tuesday,102,14,46,1,163,High
09:00,24,Tuesday,116,24,32,5,177,High
09:15,24,Tuesday,29,10,21,12,72,Normal
09:30,24,Tuesday,41,12,15,10,78,Low
09:45,24,Tuesday,41,9,7,27,84,Normal
10:00,24,Tuesday,90,25,26,10,151,High
10:15,24,Tuesday,64,25,17,20,126,Normal
10:30,24,Tuesday,64,10,17,23,114,High
10:45,24,Tuesday,69,17,5,28,119,High
11:00,24,Tuesday,59,9,9,21,98,Normal
11:15,24,Tuesday,44,10,12,29,95,Normal
11:30,24,Tuesday,43,5,6,26,80,Normal
11:45,24,Tuesday,65,7,10,21,103,Normal
12:00,24,Tuesday,29,5,12,21,67,Normal
12:15,24,Tuesday,24,9,8,20,61,Normal
12:30,24,Tuesday,44,6,4,26,80,Normal
12:45,24,Tuesday,35,10,12,24,81,Normal
13:00,24,Tuesday,43,10,15,21,89,Normal
13:15,24,Tuesday,45,17,24,11,97,Normal
13:30,24,Tuesday,108,21,37,14,180,High
13:45,24,Tuesday,53,19,33,9,114,High
14:00,24,Tuesday,75,23,31,13,142,High
14:15,24,Tuesday,70,18,5,19,112,Normal
14:30,24,Tuesday,52,25,15,19,111,Normal
14:45,24,Tuesday,9,18,24,9,60,Normal
15:00,24,Tuesday,47,21,9,18,95,Normal
15:15,24,Tuesday,116,20,17,19,172,High
15:30,24,Tuesday,65,14,6,9,94,Low
15:45,24,Tuesday,93,12,13,13,131,Normal
16:00,24,Tuesday,100,21,45,9,175,High
16:15,24,Tuesday,121,24,31,6,182,High
16:30,24,Tuesday,110,15,50,5,180,High
16:45,24,Tuesday,103,17,28,5,153,High
17:00,24,Tuesday,136,38,20,5,199,High
17:15,24,Tuesday,119,22,32,9,182,High
17:30,24,Tuesday,132,17,36,5,190,High
17:45,24,Tuesday,147,10,41,5,203,High
18:00,24,Tuesday,111,12,44,6,173,High
18:15,24,Tuesday,102,27,32,5,166,High
18:30,24,Tuesday,137,25,29,7,198,High
18:45,24,Tuesday,71,17,15,31,134,High
19:00,24,Tuesday,64,25,11,15,115,Normal
19:15,24,Tuesday,70,16,15,29,130,High
19:30,24,Tuesday,91,9,11,32,143,High
19:45,24,Tuesday,95,6,11,35,147,High
20:00,24,Tuesday,76,16,10,31,133,High
20:15,24,Tuesday,87,17,18,7,129,Normal
20:30,24,Tuesday,63,22,12,29,126,High
20:45,24,Tuesday,56,17,20,8,101,Normal
21:00,24,Tuesday,102,18,19,29,168,High
21:15,24,Tuesday,60,23,10,13,106,Normal
21:30,24,Tuesday,88,6,18,25,137,High
21:45,24,Tuesday,104,15,10,32,161,High
22:00,24,Tuesday,16,1,1,26,44,Normal
22:15,24,Tuesday,12,1,0,12,25,Low
22:30,24,Tuesday,16,1,0,29,46,Normal
22:45,24,Tuesday,13,5,0,31,49,Normal
23:00,24,Tuesday,20,1,1,27,49,Normal
23:15,24,Tuesday,18,0,0,29,47,Normal
23:30,24,Tuesday,16,3,1,26,46,Normal
23:45,24,Tuesday,18,0,0,21,39,Normal
00:00,25,Wednesday,11,5,0,24,40,Normal
00:15,25,Wednesday,13,1,0,10,24,Low
00:30,25,Wednesday,10,1,0,26,37,Normal
00:45,25,Wednesday,19,5,1,22,47,Normal
01:00,25,Wednesday,20,0,0,10,30,Low
01:15,25,Wednesday,16,4,1,39,60,Normal
01:30,25,Wednesday,19,1,1,11,32,Low
01:45,25,Wednesday,20,4,0,38,62,Normal
02:00,25,Wednesday,15,1,1,15,32,Normal
02:15,25,Wednesday,10,0,0,33,43,Normal
02:30,25,Wednesday,20,5,0,24,49,Normal
02:45,25,Wednesday,12,2,1,35,50,Normal
03:00,25,Wednesday,10,4,1,37,52,Normal
03:15,25,Wednesday,15,4,0,38,57,Normal
03:30,25,Wednesday,19,0,1,39,59,Normal
03:45,25,Wednesday,16,4,0,35,55,Normal
04:00,25,Wednesday,20,3,1,35,59,Normal
04:15,25,Wednesday,118,1,0,4,123,Normal
04:30,25,Wednesday,89,20,4,17,130,Normal
04:45,25,Wednesday,120,18,6,13,157,Normal
05:00,25,Wednesday,85,7,3,18,113,Normal
05:15,25,Wednesday,99,8,2,14,123,Normal
05:30,25,Wednesday,59,25,2,7,93,Low
05:45,25,Wednesday,58,25,2,5,90,Low
06:00,25,Wednesday,113,40,36,4,193,High
06:15,25,Wednesday,113,16,50,2,181,High
06:30,25,Wednesday,121,27,50,4,202,High
06:45,25,Wednesday,150,17,28,0,195,High
07:00,25,Wednesday,136,29,23,0,188,High
07:15,25,Wednesday,142,32,27,2,203,High
07:30,25,Wednesday,106,32,42,2,182,High
07:45,25,Wednesday,103,21,20,0,144,Normal
08:00,25,Wednesday,131,19,26,1,177,High
08:15,25,Wednesday,133,23,21,3,180,High
08:30,25,Wednesday,123,17,50,1,191,High
08:45,25,Wednesday,124,21,35,2,182,High
09:00,25,Wednesday,136,26,20,4,186,High
09:15,25,Wednesday,92,10,39,19,160,High
09:30,25,Wednesday,82,7,13,19,121,Normal
09:45,25,Wednesday,42,2,28,27,99,Normal
10:00,25,Wednesday,24,17,17,9,67,Normal
10:15,25,Wednesday,42,19,17,12,90,Normal
10:30,25,Wednesday,100,12,5,23,140,High
10:45,25,Wednesday,11,25,30,22,88,Normal
11:00,25,Wednesday,27,7,10,22,66,Normal
11:15,25,Wednesday,38,7,11,20,76,Normal
11:30,25,Wednesday,49,10,6,27,92,Normal
11:45,25,Wednesday,66,9,7,28,110,Normal
12:00,25,Wednesday,70,8,3,22,103,Normal
12:15,25,Wednesday,58,7,6,27,98,Normal
12:30,25,Wednesday,53,9,13,29,104,Normal
12:45,25,Wednesday,22,5,6,26,59,Normal
13:00,25,Wednesday,40,10,11,28,89,Normal
13:15,25,Wednesday,58,13,10,12,93,Low
13:30,25,Wednesday,60,25,24,17,126,Normal
13:45,25,Wednesday,25,11,24,17,77,Normal
14:00,25,Wednesday,22,28,11,18,79,Normal
14:15,25,Wednesday,6,11,37,15,69,Normal
14:30,25,Wednesday,92,18,34,18,162,High
14:45,25,Wednesday,97,17,38,20,172,High
15:00,25,Wednesday,92,18,31,6,147,High
15:15,25,Wednesday,74,12,17,16,119,Normal
15:30,25,Wednesday,67,22,7,5,101,Low
15:45,25,Wednesday,84,20,25,15,144,Normal
16:00,25,Wednesday,144,15,42,8,209,High
16:15,25,Wednesday,120,11,47,7,185,High
16:30,25,Wednesday,108,10,36,6,160,High
16:45,25,Wednesday,141,13,50,6,210,High
17:00,25,Wednesday,121,37,29,8,195,High
17:15,25,Wednesday,142,40,22,6,210,High
17:30,25,Wednesday,137,23,28,7,195,High
17:45,25,Wednesday,117,10,27,8,162,High
18:00,25,Wednesday,100,16,37,7,160,High
18:15,25,Wednesday,148,11,42,8,209,High
18:30,25,Wednesday,148,27,39,6,220,High
18:45,25,Wednesday,65,18,20,21,124,High
19:00,25,Wednesday,75,9,14,6,104,Low
19:15,25,Wednesday,85,15,20,29,149,High
19:30,25,Wednesday,57,21,20,18,116,Normal
19:45,25,Wednesday,50,7,13,30,100,Normal
20:00,25,Wednesday,87,21,14,34,156,High
20:15,25,Wednesday,64,24,11,6,105,Low
20:30,25,Wednesday,76,6,18,14,114,Normal
20:45,25,Wednesday,69,11,12,8,100,Low
21:00,25,Wednesday,76,9,17,14,116,Normal
21:15,25,Wednesday,94,8,15,5,122,Normal
21:30,25,Wednesday,104,10,16,33,163,High
21:45,25,Wednesday,98,13,13,33,157,High
22:00,25,Wednesday,13,5,0,18,36,Normal
22:15,25,Wednesday,17,1,0,11,29,Low
22:30,25,Wednesday,18,2,1,34,55,Normal
22:45,25,Wednesday,11,1,0,35,47,Normal
23:00,25,Wednesday,17,4,0,11,32,Low
23:15,25,Wednesday,17,1,1,23,42,Normal
23:30,25,Wednesday,17,2,0,23,42,Normal
23:45,25,Wednesday,16,4,1,30,51,Normal
00:00,26,Thursday,15,5,1,23,44,Normal
00:15,26,Thursday,18,0,0,31,49,Normal
00:30,26,Thursday,10,1,0,17,28,Normal
00:45,26,Thursday,13,2,0,32,47,Normal
01:00,26,Thursday,16,1,0,38,55,Normal
01:15,26,Thursday,11,4,0,32,47,Normal
01:30,26,Thursday,12,2,0,26,40,Normal
01:45,26,Thursday,14,2,1,14,31,Normal
02:00,26,Thursday,18,2,0,37,57,Normal
02:15,26,Thursday,17,1,1,22,41,Normal
02:30,26,Thursday,12,3,0,29,44,Normal
02:45,26,Thursday,20,5,0,30,55,Normal
03:00,26,Thursday,17,5,1,19,42,Normal
03:15,26,Thursday,12,0,1,33,46,Normal
03:30,26,Thursday,19,1,0,20,40,Normal
03:45,26,Thursday,11,4,1,38,54,Normal
04:00,26,Thursday,14,5,0,39,58,Normal
04:15,26,Thursday,102,20,4,12,138,Normal
04:30,26,Thursday,92,4,6,18,120,Normal
04:45,26,Thursday,54,14,10,16,94,Normal
05:00,26,Thursday,55,15,1,10,81,Low
05:15,26,Thursday,64,27,5,5,101,Low
05:30,26,Thursday,52,13,5,15,85,Normal
05:45,26,Thursday,73,11,4,3,91,Low
06:00,26,Thursday,106,27,45,5,183,High
06:15,26,Thursday,145,21,40,5,211,High
06:30,26,Thursday,133,19,28,5,185,High
06:45,26,Thursday,117,31,49,0,197,High
07:00,26,Thursday,146,17,34,0,197,High
07:15,26,Thursday,101,35,42,3,181,High
07:30,26,Thursday,103,28,32,1,164,High
07:45,26,Thursday,150,10,26,0,186,High
08:00,26,Thursday,135,23,48,0,206,High
08:15,26,Thursday,104,10,48,2,164,High
08:30,26,Thursday,144,39,50,1,234,High
08:45,26,Thursday,132,10,49,0,191,High
09:00,26,Thursday,142,19,31,1,193,High
09:15,26,Thursday,45,4,30,29,108,Normal
09:30,26,Thursday,27,24,10,5,66,Low
09:45,26,Thursday,85,3,14,16,118,Normal
10:00,26,Thursday,84,11,27,26,148,High
10:15,26,Thursday,90,4,10,20,124,Normal
10:30,26,Thursday,13,19,39,12,83,Normal
10:45,26,Thursday,11,1,37,9,58,Normal
11:00,26,Thursday,57,10,4,27,98,Normal
11:15,26,Thursday,52,10,9,23,94,Normal
11:30,26,Thursday,38,7,13,21,79,Normal
11:45,26,Thursday,35,7,15,24,81,Normal
12:00,26,Thursday,60,10,12,21,103,Normal
12:15,26,Thursday,70,10,3,30,113,High
12:30,26,Thursday,34,8,6,30,78,Normal
12:45,26,Thursday,44,6,4,27,81,Normal
13:00,26,Thursday,21,5,4,25,55,Normal
13:15,26,Thursday,106,10,11,11,138,Normal
13:30,26,Thursday,82,30,32,10,154,High
13:45,26,Thursday,57,12,9,17,95,Normal
14:00,26,Thursday,60,18,21,10,109,Normal
14:15,26,Thursday,79,17,34,8,138,High
14:30,26,Thursday,78,29,22,13,142,Normal
14:45,26,Thursday,69,14,32,18,133,High
15:00,26,Thursday,84,25,5,9,123,Normal
15:15,26,Thursday,62,11,28,5,106,Normal
15:30,26,Thursday,33,17,22,18,90,Normal
15:45,26,Thursday,14,21,23,6,64,Normal
16:00,26,Thursday,127,27,40,5,199,High
16:15,26,Thursday,136,10,27,7,180,High
16:30,26,Thursday,148,14,37,9,208,High
16:45,26,Thursday,122,16,28,6,172,High
17:00,26,Thursday,132,12,45,9,198,High
17:15,26,Thursday,136,29,29,10,204,High
17:30,26,Thursday,103,33,48,10,194,High
17:45,26,Thursday,132,37,23,10,202,High
18:00,26,Thursday,136,39,39,6,220,High
18:15,26,Thursday,120,24,36,5,185,High
18:30,26,Thursday,126,34,38,9,207,High
18:45,26,Thursday,80,22,14,18,134,Normal
19:00,26,Thursday,99,9,15,29,152,High
19:15,26,Thursday,81,21,19,7,128,Normal
19:30,26,Thursday,87,9,16,26,138,High
19:45,26,Thursday,80,17,13,30,140,High
20:00,26,Thursday,91,18,18,9,136,Normal
20:15,26,Thursday,90,19,15,13,137,Normal
20:30,26,Thursday,107,19,10,23,159,High
20:45,26,Thursday,98,11,14,27,150,High
21:00,26,Thursday,98,18,20,22,158,High
21:15,26,Thursday,102,5,12,17,136,Normal
21:30,26,Thursday,62,13,16,28,119,High
21:45,26,Thursday,101,15,12,35,163,High
22:00,26,Thursday,17,5,1,16,39,Normal
22:15,26,Thursday,10,4,1,37,52,Normal
22:30,26,Thursday,16,4,0,35,55,Normal
22:45,26,Thursday,17,2,0,17,36,Normal
23:00,26,Thursday,17,0,0,27,44,Normal
23:15,26,Thursday,17,4,1,25,47,Normal
23:30,26,Thursday,15,2,0,15,32,Normal
23:45,26,Thursday,20,0,1,12,33,Low
00:00,27,Friday,16,3,0,28,47,Normal
00:15,27,Friday,13,2,1,28,44,Normal
00:30,27,Friday,15,5,0,26,46,Normal
00:45,27,Friday,15,2,1,16,34,Normal
01:00,27,Friday,12,3,0,26,41,Normal
01:15,27,Friday,15,5,0,27,47,Normal
01:30,27,Friday,20,2,0,17,39,Normal
01:45,27,Friday,12,2,0,16,30,Normal
02:00,27,Friday,19,1,0,38,58,Normal
02:15,27,Friday,16,1,1,32,50,Normal
02:30,27,Friday,12,0,0,11,23,Low
02:45,27,Friday,16,5,1,29,51,Normal
03:00,27,Friday,19,5,1,18,43,Normal
03:15,27,Friday,11,0,0,15,26,Normal
03:30,27,Friday,15,4,1,17,37,Normal
03:45,27,Friday,20,1,0,23,44,Normal
04:00,27,Friday,10,4,0,36,50,Normal
04:15,27,Friday,39,14,0,15,68,Normal
04:30,27,Friday,33,7,3,10,53,Low
04:45,27,Friday,77,8,7,15,107,Normal
05:00,27,Friday,80,18,6,11,115,Normal
05:15,27,Friday,53,11,7,15,86,Normal
05:30,27,Friday,73,17,6,13,109,Normal
05:45,27,Friday,77,20,4,13,114,Normal
06:00,27,Friday,76,14,1,12,103,Low
06:15,27,Friday,58,14,0,15,87,Normal
06:30,27,Friday,57,18,7,13,95,Normal
06:45,27,Friday,80,16,0,10,106,Low
07:00,27,Friday,38,7,1,13,59,Normal
07:15,27,Friday,53,20,6,12,91,Low
07:30,27,Friday,30,9,7,10,56,Low
07:45,27,Friday,50,19,4,10,83,Low
08:00,27,Friday,31,14,3,14,62,Normal
08:15,27,Friday,28,18,5,10,61,Low
08:30,27,Friday,31,15,4,12,62,Low
08:45,27,Friday,52,19,0,10,81,Low
09:00,27,Friday,42,9,2,13,66,Normal
09:15,27,Friday,151,55,27,2,235,High
09:30,27,Friday,180,69,29,1,279,High
09:45,27,Friday,149,41,23,3,216,High
10:00,27,Friday,167,60,27,3,257,High
10:15,27,Friday,134,45,22,3,204,High
10:30,27,Friday,180,62,26,4,272,High
10:45,27,Friday,156,54,25,3,238,High
11:00,27,Friday,171,60,18,1,250,High
11:15,27,Friday,174,53,10,3,240,High
11:30,27,Friday,154,61,16,3,234,High
11:45,27,Friday,161,53,11,1,226,High
12:00,27,Friday,148,48,13,2,211,High
12:15,27,Friday,136,60,27,2,225,High
12:30,27,Friday,143,68,16,0,227,High
12:45,27,Friday,152,51,22,2,227,High
13:00,27,Friday,132,58,15,4,209,High
13:15,27,Friday,155,58,15,4,232,High
13:30,27,Friday,144,62,12,3,221,High
13:45,27,Friday,161,51,20,1,233,High
14:00,27,Friday,137,46,13,2,198,High
14:15,27,Friday,149,61,16,1,227,High
14:30,27,Friday,158,46,20,1,225,High
14:45,27,Friday,134,65,22,0,221,High
15:00,27,Friday,134,65,10,2,211,High
15:15,27,Friday,73,24,4,0,101,Low
15:30,27,Friday,64,23,21,1,109,Normal
15:45,27,Friday,51,27,25,2,105,Normal
16:00,27,Friday,80,22,17,0,119,Normal
16:15,27,Friday,61,26,8,0,95,Low
16:30,27,Friday,75,24,8,0,107,Low
16:45,27,Friday,82,20,15,2,119,Normal
17:00,27,Friday,53,28,21,1,103,Normal
17:15,27,Friday,68,29,14,0,111,Low
17:30,27,Friday,63,28,22,0,113,Normal
17:45,27,Friday,76,30,20,1,127,Normal
18:00,27,Friday,66,23,10,0,99,Low
18:15,27,Friday,50,23,1,0,74,Low
18:30,27,Friday,60,29,22,2,113,Normal
18:45,27,Friday,75,26,11,0,112,Normal
19:00,27,Friday,81,22,18,2,123,Normal
19:15,27,Friday,33,6,0,4,43,Low
19:30,27,Friday,21,5,6,15,47,Normal
19:45,27,Friday,22,7,1,2,32,Low
20:00,27,Friday,31,6,0,15,52,Normal
20:15,27,Friday,41,8,3,2,54,Low
20:30,27,Friday,24,6,5,11,46,Low
20:45,27,Friday,45,6,6,10,67,Low
21:00,27,Friday,24,11,6,2,43,Low
21:15,27,Friday,47,6,2,12,67,Low
21:30,27,Friday,46,1,1,4,52,Low
21:45,27,Friday,26,3,2,3,34,Low
22:00,27,Friday,20,4,0,39,63,Normal
22:15,27,Friday,20,1,1,27,49,Normal
22:30,27,Friday,19,0,1,17,37,Normal
22:45,27,Friday,11,3,1,19,34,Normal
23:00,27,Friday,17,5,1,31,54,Normal
23:15,27,Friday,19,4,0,12,35,Low
23:30,27,Friday,11,1,0,38,50,Normal
23:45,27,Friday,12,0,0,17,29,Normal
00:00,28,Saturday,18,0,0,27,45,Normal
00:15,28,Saturday,19,4,0,14,37,Normal
00:30,28,Saturday,13,2,0,28,43,Normal
00:45,28,Saturday,18,4,1,23,46,Normal
01:00,28,Saturday,20,0,0,11,31,Low
01:15,28,Saturday,11,4,1,22,38,Normal
01:30,28,Saturday,15,2,0,18,35,Normal
01:45,28,Saturday,16,3,0,34,53,Normal
02:00,28,Saturday,11,2,0,18,31,Normal
02:15,28,Saturday,17,4,1,38,60,Normal
