stn_code,monitoring_location,year,type_water_body,state_name,temperature_min,temperature_max,dissolved_min,dissolved_max,ph_min,ph_max,conductivity_min,conductivity_max,bod_mg_min,bod_mgl_max,nitraten_mgl_min,nitraten_mgl_max,fecal_coliform_mpn100ml_min,fecal_coliform_mpn100ml_max
STN0163,Pond,2023,Brackish,StateC,,33.1777094,4.363486318,6.979852363,6.38798676,7.151210081,145.1423221,254.8423243,1.530992815,3.689981262,1.081663888,12.20383999,7.85301033,221.6853219
STN0419,Lake,2000,Brackish,StateB,16.49361932,27.87728811,1.153705396,9.575450342,6.160024936,7.731361497,79.72907903,205.2520821,2.222927222,4.233911916,2.21288673,10.11113638,195.4567646,826.8012021
STN0289,Lake,2021,Freshwater,StateC,6.956184158,,4.607047969,7.665144336,6.023352096,7.450762536,,214.851934,2.356999937,3.721594756,0.241813555,11.04312982,48.47073903,
STN0379,River,2000,Marine,,13.56032305,22.13186061,2.845909858,5.789774114,6.756213614,7.391666168,109.9044587,154.6723639,1.635099401,5.01715153,4.102437922,9.608983382,132.6621419,809.5119155
STN0261,Reservoir,2017,Freshwater,StateC,11.31463928,33.15690609,3.548805907,8.479495591,6.458523009,7.281605898,112.3648778,188.9364674,2.69621847,,4.131704055,,,914.643595
STN0490,,2014,Brackish,StateC,5.340565403,39.98827452,3.637415689,8.966306752,6.289244772,,114.850482,155.0514606,2.894322926,5.019276393,2.940002317,13.29562716,110.1320918,546.2719368
STN0231,,2016,Freshwater,StateC,17.57259973,20.96424078,4.580470963,6.583808385,6.900083183,8.562643711,76.74020279,281.8778659,2.769710235,5.473051342,1.765514445,12.09388822,30.62890002,
STN0041,Reservoir,2010,Freshwater,StateD,15.94852043,,3.546678729,9.285896285,6.11613896,8.156596799,51.51106842,186.5095025,2.478133952,4.190976487,3.998916822,6.054013774,,581.5867141
STN0028,,2020,Marine,StateD,13.16903669,28.13815921,3.455734339,9.530716274,6.955918829,7.293925419,,233.6005754,,3.468950912,2.773435124,13.38853862,120.050282,511.3668949
STN0135,River,2024,Marine,,17.01163458,37.41506901,1.266608162,6.384522437,6.313966717,8.62224754,75.08930457,,1.563232084,5.213852842,4.129661543,11.71012981,146.2501179,909.9396283
STN0201,Pond,2021,Brackish,StateA,17.34588402,35.64770968,3.073632088,9.917607364,6.888403672,8.271909414,117.6026288,250.0271087,2.926720641,4.081423515,3.157293963,11.97024166,153.9493246,915.1468085
STN0328,Reservoir,,Freshwater,StateB,14.16725953,31.34032522,1.600676003,5.70355764,6.602942876,7.776331412,120.662987,,1.020568992,5.013812476,3.922027366,8.629828404,195.0820735,468.6530917
STN0268,,2012,Freshwater,StateD,16.74026657,34.76898419,3.949735075,6.010078342,6.82670736,8.348260591,111.0007417,284.687878,2.432099946,3.811931826,,13.79279556,114.712656,
STN0418,Reservoir,2000,,StateB,13.94942923,37.57031123,3.048887683,5.921124196,6.984013163,7.519809958,,283.2177283,2.412492325,3.243688904,2.070705341,12.253716,68.32822254,941.5260497
STN0033,,2001,Brackish,StateA,13.60281544,28.08280643,3.720911117,9.46994855,6.288405438,,77.10962538,198.7935928,2.245379082,5.977745386,4.7897293,6.125904665,129.6929114,
STN0048,Reservoir,2008,Brackish,StateB,12.37222756,26.54066323,1.166691602,8.271462762,6.961135485,8.834971686,109.7668283,285.1441344,2.980217692,3.468604524,2.705569124,9.077780344,13.68814185,607.1672323
STN0407,Pond,2002,Marine,StateA,,33.35186771,1.339168064,5.760521416,6.389481895,7.581009011,136.6095634,299.423651,,5.965262982,3.025447593,13.86380362,179.4794637,562.2598442
,Reservoir,2000,Marine,StateD,3.172102106,36.15691884,3.865293552,7.201617092,6.385511905,7.939976536,144.6733729,273.8123496,1.679943728,5.931839798,1.102438197,5.471967017,23.87620227,422.9554527
STN0216,Canal,2020,Marine,StateC,17.61741518,35.2457027,1.288337344,8.076490125,,8.780282275,60.59058044,276.7307022,1.157878806,5.381454312,3.128253947,,,967.0974986
STN0293,Reservoir,2015,Freshwater,StateD,17.43687055,35.95627298,1.285026911,,6.541407607,8.415442701,65.48286126,,1.885596273,4.978268886,2.858038247,11.79162568,163.1490761,314.2514436
STN0099,Pond,2022,Freshwater,StateB,0.584945661,28.7116663,,9.412081842,6.154145043,7.124406452,,236.5053598,1.522097052,4.733421151,,11.31375978,,663.8636608
STN0172,,2005,Marine,StateB,16.51633501,36.35668432,4.826005593,9.018017677,,7.294606089,123.6535228,160.0883871,1.686773404,5.598304636,0.297935487,7.705592565,78.72710406,426.040214
STN0360,Reservoir,2016,Freshwater,StateD,2.577397349,22.40418111,3.950033438,7.526033868,6.541704812,7.015683182,138.2993825,164.2376905,2.669143581,3.868318565,3.021796599,,94.68713188,423.2066323
STN0214,,,Marine,StateD,6.702377085,30.88978196,,9.835633076,6.761901813,8.26184358,70.26326341,299.8338918,2.870969027,4.403043637,3.818461347,14.42058219,170.9094786,523.9748699
STN0475,Canal,2004,Brackish,StateA,14.87016513,20.11517321,2.186142325,7.088804896,6.833649962,7.895346851,108.7585871,198.9958874,1.371466144,,2.617006855,7.982724542,68.00087721,999.0343487
STN0035,River,2005,Marine,StateB,3.215197921,26.4917166,2.398812919,,6.44044135,7.268549702,120.1139594,262.2275868,,4.233571428,1.133863127,12.75505297,173.929937,243.9730455
STN0449,Canal,2002,,StateB,,27.3292307,4.098614125,8.339599994,6.302333249,8.915868242,118.0111885,270.999758,2.857261124,4.282459362,3.332609883,8.931217982,,
STN0227,Reservoir,2020,Freshwater,StateD,16.64268356,27.92345383,3.645482444,8.173356366,6.259334897,8.059319448,90.81516909,278.7034907,,,0.400528633,6.392540708,155.3596874,266.0577264
,Lake,2022,Marine,StateC,10.14935468,33.90934413,,5.829774476,6.194623837,7.483786588,51.53948917,299.6442446,1.184721056,4.69269545,2.209168524,5.107152977,169.5095266,323.616664
STN0431,Lake,2004,Freshwater,StateB,0.127717434,27.77116203,1.696437341,9.409638792,6.057647582,8.001207142,108.2926057,186.2244728,1.325581978,5.551723584,0.816833792,10.44257337,36.36353057,
STN0462,,2020,Brackish,StateC,5.740762663,28.97387245,1.393582599,7.13744844,6.342447979,,75.31015392,156.052624,2.190425668,3.604585134,0.922295255,14.75778819,86.06930647,608.3681051
STN0131,Lake,2004,Brackish,StateD,12.33853837,24.75088262,3.641210879,,6.270247692,7.152478436,95.02542461,,1.300944542,5.803299116,1.011469746,8.691361938,33.09995493,407.0339267
STN0257,Pond,,Brackish,StateD,19.62372356,27.46503583,4.057490649,5.0630376,6.966417386,7.54940763,,169.5121005,2.936152763,5.067262961,1.933535285,8.57192334,141.3208258,453.1657047
STN0005,River,2009,Freshwater,StateA,12.63627054,24.54539255,2.060185713,7.798778418,6.557708826,8.613930982,89.90353176,,1.893429055,5.469819638,0.255751028,8.440916178,107.0695536,269.5736162
STN0218,Reservoir,2018,Freshwater,StateB,5.196071621,21.46391848,1.083779844,7.636998111,6.347277039,,133.9801607,204.0640241,2.003035921,4.668572078,1.988967205,10.20543837,127.0646693,442.5758271
STN0255,Pond,2016,Freshwater,StateC,12.68011406,,1.32868667,,6.580467601,,68.85406057,267.5607377,1.493317232,,2.558537236,9.406648834,39.29739339,973.2467515
STN0398,River,2020,Freshwater,StateA,10.79970759,33.36425597,4.871440139,9.451290265,6.139196701,7.865632004,117.2460498,234.9271037,1.941920505,3.048601192,2.416471425,13.79914627,42.34917241,955.7659053
STN0359,Lake,2013,Brackish,StateB,15.5969079,32.38980692,2.18177911,5.397032923,6.444043749,7.087799885,147.7006954,196.9166984,2.323827265,5.455141274,1.913920502,10.05520792,8.299465102,467.9026321
STN0283,Lake,2008,,StateA,2.139612777,29.26988088,4.076892591,8.657482452,6.626234321,,60.18931009,248.1513008,2.502354274,,,10.07757838,64.41350704,656.683149
,,2013,Marine,StateD,,27.5957156,3.498654275,5.93705972,6.488897832,7.891083277,50.83199422,184.802727,,5.669740129,0.726633462,6.383715947,111.9489323,927.6763129
STN0207,Lake,2000,Marine,StateB,10.82533157,37.26667299,2.527758559,9.290885266,6.401778801,7.418370931,,152.1572169,2.155782225,5.975888242,2.528483719,14.82739541,171.5869828,204.9470581
,River,2018,Freshwater,StateA,,,,9.095317569,6.993848389,7.099958057,59.26254831,264.653008,2.80871955,3.882202387,0.310207085,7.499728909,133.3854895,848.5468563
STN0346,Pond,2012,Brackish,StateA,6.837443321,29.58363755,1.485545673,7.703968775,,8.687299328,124.838435,243.5614627,2.634815695,3.630955669,0.355778394,5.733640675,,958.6956422
STN0042,Pond,2012,Brackish,StateC,12.65243786,20.51284132,3.460051872,8.551213993,6.623405958,,141.4548664,264.3453937,2.514096229,5.296090092,2.869329248,11.63146249,190.6240229,273.0605875
STN0380,River,2003,Brackish,StateA,18.64056211,26.82495655,4.098535123,6.571750566,6.569377361,8.586285748,93.40209727,155.8407025,1.111211043,3.759079023,2.830092124,10.9536637,143.8490401,329.1581488
STN0461,Pond,2000,Marine,StateB,2.05019456,27.60391238,3.575617014,7.355839495,6.62066048,8.707569843,75.87116422,275.5679442,1.013755924,,,9.15145654,186.0330406,
STN0179,Pond,2016,Marine,StateB,18.74456974,27.97645562,3.121208533,9.108184489,6.201312108,7.483954261,,242.92893,1.424894554,,2.789368378,9.221922339,105.5175947,630.0321149
STN0063,,,Brackish,StateC,13.75771445,31.60344738,1.167804894,7.296325986,6.395137743,8.921253951,122.3447818,234.5093026,2.327047188,3.377865589,4.798955102,12.85063921,51.78085496,211.3573076
STN0352,Canal,2001,Brackish,StateB,1.356741182,30.67205093,4.87395511,6.788991327,6.039459533,7.393851409,50.90541616,243.6921072,1.822394978,5.937454665,0.243474242,6.957126401,10.56533727,406.105599
STN0231,Reservoir,2007,,StateD,6.019271339,32.15810186,4.194856767,7.471062236,6.475546037,,108.9453989,279.664987,1.804812519,5.021516695,0.490038424,13.20253319,145.2169703,
STN0241,Lake,2006,Marine,StateB,14.16344177,35.29766523,2.171288147,9.141246262,6.543024584,8.989638588,111.3291685,238.040476,2.769173776,5.540661673,0.220329308,11.48747114,24.2605996,754.3271288
,Canal,2001,Brackish,StateB,1.347012029,36.25971477,4.919881317,6.676040237,6.227749736,8.423445611,113.7688247,237.142557,2.791125696,3.972988132,,9.189697738,60.55502565,786.5283025
STN0096,Pond,,Brackish,StateA,11.6434092,34.36246152,3.407526359,5.868807966,6.964028847,8.962287464,74.202208,298.6018736,2.818350528,5.029451249,2.706350555,9.580286166,106.4941816,996.3372103
STN0388,River,2021,Freshwater,StateA,6.917661139,39.11047392,3.329690633,8.560070102,6.909454611,8.139079559,,263.5095251,1.627756153,4.782725482,3.227860907,7.566472072,112.8833176,430.0089595
STN0222,,2002,Freshwater,StateB,12.41831036,20.36465165,3.992292718,9.129891064,6.722143235,7.519083566,59.13914863,216.3440708,2.382111625,4.80945036,0.22792579,12.52114333,120.1166394,
STN0485,Reservoir,2017,Marine,StateC,0.914840676,23.91555971,4.247079152,5.503187393,6.533386629,7.873991771,69.92703365,256.10955,1.543266363,5.047597379,4.729854449,10.12874742,33.25106607,626.6588383
STN0407,Pond,2011,,StateA,17.43073612,20.1512575,3.625914429,6.199370564,6.86996916,8.187121871,137.7470047,208.3845708,1.381219666,4.726077519,4.210826883,8.208545427,75.94748096,524.5162076
STN0231,River,,Brackish,StateC,19.46977938,32.94949428,,5.709859949,6.130652344,7.146163124,123.8723151,184.3313194,1.369264915,,1.483062411,10.96050116,123.4388454,335.3295151
STN0237,Reservoir,,Freshwater,StateB,19.37755711,37.96061098,2.353070024,6.739707058,,8.244686529,51.3745554,239.5277815,1.684215242,3.827768083,0.385937651,14.95734452,193.9637729,981.9652505
STN0143,Pond,2011,Marine,StateB,14.99303663,24.86964593,4.712334561,7.251754895,6.124820814,8.962355674,74.83762604,289.2273147,1.85991524,,0.849435366,,145.5262275,882.6537493
,Reservoir,2004,Freshwater,StateD,2.601724803,38.5406909,1.898462447,8.744131685,6.794210663,7.3802153,71.4406483,289.370928,2.661898342,3.67881729,0.634722069,14.20691401,184.5207514,598.6664226
STN0029,Lake,2024,,StateA,15.16526392,21.20534781,,8.255737924,6.275767568,8.585190233,77.0806328,,1.239782187,5.077062918,0.616418896,8.450168399,152.4424117,682.5963381
STN0036,Lake,2016,Freshwater,StateB,0.491738329,38.68872054,2.728307532,8.104642837,6.877090581,8.815797588,74.75597703,229.1516199,2.469851695,3.699998468,2.592808443,5.547327069,118.3433938,381.8088428
,Pond,2015,Freshwater,StateD,0.442471031,27.03245374,2.757619959,6.761874733,6.944042094,8.887403186,,181.7453848,2.062909828,4.87599051,1.229237212,7.042421064,38.40467383,635.0296563
STN0160,Reservoir,2014,Brackish,StateA,6.472204383,22.02841657,3.45175833,9.207237765,6.148795969,8.920271209,95.89405166,299.3446664,1.575890685,5.241234801,1.790698583,9.186951433,133.3371304,755.9761065
STN0327,River,2022,Brackish,StateB,9.772863808,29.71743518,,,6.462675605,8.042919277,123.2733475,297.1676862,,3.656141667,4.947526667,7.196349286,124.6759132,
STN0187,Pond,2014,Freshwater,StateB,15.40814836,25.13553135,1.962770847,9.89552469,6.980987378,8.954615816,110.6731725,247.4263395,1.59988414,,3.421571245,5.002270382,120.4938341,992.2281365
STN0243,Lake,2004,,StateA,13.66590753,25.69745804,1.486005505,8.170710691,6.483407436,8.514620414,117.2871669,270.662109,,3.392921229,4.744903335,14.15001538,97.9571736,689.073325
STN0086,Lake,2020,Marine,StateA,8.918054128,26.1457993,1.789881959,5.631323708,6.863547523,7.323342872,58.11491785,,1.867687846,4.817990902,,13.43879411,,496.7789701
STN0284,Pond,2013,Marine,StateA,5.472533326,36.06051796,4.547699601,8.38088781,6.588731522,7.953800213,145.149071,238.9737329,1.328811058,5.548339219,1.910697374,12.42292231,66.88850542,817.7216221
STN0066,Reservoir,2001,Marine,StateB,19.94249,30.78322553,3.583243251,6.625520077,6.375329908,8.436662351,133.8491834,158.0021995,1.233166149,3.134990464,2.773659016,6.678145956,103.8625385,336.3700093
STN0170,Lake,2010,Freshwater,StateB,8.523626045,26.22615398,2.143627157,8.431635983,6.285783556,,130.5090318,218.2146514,2.093391364,5.202453777,0.383790309,6.203635762,39.51118114,507.612651
STN0045,Reservoir,2018,Brackish,,9.027740487,32.20667567,4.263787756,,,8.281230367,132.2983805,251.2179453,2.804826067,,0.020937218,5.676047495,161.0348795,477.5671603
STN0062,Lake,2006,Marine,StateC,,34.32301348,4.445479985,5.874407186,6.761798191,8.333200958,,251.6297421,1.687915373,4.43558511,3.352171669,12.24029189,,545.4456761
STN0441,Lake,,Freshwater,,15.89619097,25.45248001,4.386057355,9.278686295,6.386540507,7.325399488,104.4253966,205.9683928,2.466000214,5.78657865,3.209097584,14.28807961,16.99325798,825.4238607
STN0134,Canal,2001,Marine,StateB,13.87364452,,4.675706135,6.135897785,6.511275462,,,291.253798,2.31732271,3.995914514,2.05394405,9.305358209,87.24920527,587.3384257
STN0284,,2005,Marine,StateB,4.415392256,22.43772187,2.008964081,9.185205626,6.49232548,8.543253822,111.6783608,175.1035548,2.863109829,4.396010802,2.44822038,6.19140672,131.6614879,835.2115602
,River,2017,Freshwater,StateA,1.647620912,23.62298699,4.020167715,6.396380442,6.577279029,7.997791329,124.2881494,225.0539169,2.641962035,3.041047244,2.077215003,10.12392821,87.54336499,661.1911225
STN0108,Pond,2001,Brackish,StateC,13.60998604,33.62235708,2.842157989,8.21440955,,7.024206234,123.7917393,253.6325965,2.133210518,3.24479616,0.120025224,,55.35082639,473.6555477
STN0044,,2017,Brackish,StateA,13.09022429,23.62876695,4.367994212,8.470752868,6.980739344,7.018076938,102.1449024,,,3.775774773,1.676858031,8.748249243,111.6342368,847.9829949
STN0340,Reservoir,2014,Freshwater,StateC,5.46519054,30.50326767,3.913962709,7.563273766,6.407584209,7.714058688,56.84587193,247.2958435,2.796772933,3.083556722,0.885411277,,69.40046708,390.6317364
STN0286,Lake,2018,Brackish,StateB,19.01727125,34.18092523,4.105789786,6.526553383,6.827518922,8.852388137,87.11129384,191.293232,1.799037569,4.894125978,0.492120946,12.18718113,186.573538,379.5063838
STN0446,River,2001,Freshwater,StateC,3.021157836,22.13753846,,6.063221882,6.764527795,7.457353559,142.0766608,173.4309853,1.653589412,4.27919507,4.783602169,6.106035989,184.5290279,603.6023392
STN0331,Reservoir,2019,Freshwater,StateD,8.646696021,31.34624439,1.709715078,5.165946773,6.573528951,8.268727378,108.444891,245.391049,1.021622167,4.644435608,2.996798625,5.355902308,100.474364,408.6793968
STN0128,Canal,,Freshwater,StateB,18.8723184,25.13125567,3.180107676,6.519732006,6.956047144,7.444151741,103.8331943,239.8953174,2.653102148,3.523941558,3.643281421,14.94330303,65.5767988,207.269628
STN0348,Reservoir,2005,Brackish,StateD,8.394546339,,4.938678958,,6.200474516,7.643339979,76.88535144,,2.601961401,3.887796088,,7.327283489,147.4264828,718.6380218
STN0473,Reservoir,,Freshwater,StateA,12.77051895,29.67091293,4.749552266,9.691524092,6.10926421,8.696084179,86.84489199,255.7708718,1.208909036,,1.965735647,5.538305249,7.342588697,608.8750572
STN0231,Lake,2023,Marine,StateA,7.951887959,36.119851,1.172694943,9.356022411,6.853961967,8.457722885,139.5346089,218.2757988,2.153714762,5.895908171,1.184619969,6.898753291,94.95380121,556.4142516
STN0190,,2014,Brackish,,,,1.659259263,8.830323883,6.439149817,7.190798555,116.6463048,250.1640887,1.927963396,3.151250321,0.484828355,5.389578463,67.26467885,973.5748117
STN0225,Reservoir,2022,Brackish,StateC,19.67955296,20.86825066,1.526915094,8.942236716,6.846968854,7.857404042,128.7387027,275.605062,1.237418191,5.671152963,,,184.107177,656.9593472
,River,2009,Brackish,StateB,8.186680126,32.66302751,3.90391964,8.324924517,6.893090205,7.058339527,95.43454231,175.4592643,2.961136454,4.730643604,3.987570226,13.02401784,2.400605455,890.7452622
STN0377,River,2018,Brackish,,17.88198407,39.02806684,4.271141319,6.301434288,6.062457594,7.961780293,113.0247219,152.8717302,1.429391775,4.6917587,3.387729026,8.412444498,110.5629751,311.560189
STN0283,Pond,2016,Marine,StateA,4.599092118,32.0322364,1.854045465,9.535975154,6.883464763,,74.83836087,266.865388,1.13446836,4.500835606,2.73464438,9.441834069,148.1327162,655.3651705
STN0446,Canal,2004,Brackish,StateB,4.262094081,36.38377719,3.023410772,8.35366156,6.448319055,7.237005247,120.546083,241.4546138,2.189694759,3.208182258,2.375449364,11.75586774,97.0035975,
STN0121,Canal,,Brackish,StateA,0.622681658,37.68412927,4.362812112,7.802203155,6.510432489,7.577769878,92.76013337,,2.477733354,,4.612171418,10.0889407,17.08060603,666.4846058
STN0116,Pond,2009,Freshwater,StateD,13.03333651,24.56159544,3.931206179,5.554947346,6.626592511,7.795673251,94.25455148,275.7232462,1.064886892,4.802736017,0.363674739,13.61445686,194.492278,774.4113425
STN0461,Reservoir,2023,Brackish,StateB,7.370526874,24.2408968,3.168948822,7.235277719,6.926382607,8.839062049,114.9322325,270.4216402,2.317435277,4.022875714,1.403004066,13.66035675,103.6020863,497.6348542
STN0233,Canal,2016,Marine,StateB,17.287165,32.21961978,3.361390762,7.301791356,6.019116094,8.986510031,,,2.064583752,5.7518042,1.749689268,5.099106955,122.8372489,273.9596136
STN0259,,2009,Marine,StateB,9.464198134,28.2205694,3.033442188,9.322818048,6.476843468,7.089822598,56.40063466,230.3902618,1.206530018,4.219771612,,12.78046306,47.32195654,566.3202361
STN0359,River,2016,Marine,StateD,19.36386856,36.79722606,,7.733241101,6.687722042,8.522015847,132.4743237,223.2743449,,3.429844376,4.962573101,9.607336002,96.69961702,515.5835127
,Lake,2019,Marine,StateB,3.710510314,38.00046247,3.260087971,6.902002745,6.722706958,7.743448133,79.23831104,,2.135948595,5.144156501,1.203352574,14.88840541,85.82989839,893.6481459
STN0456,Canal,2023,Brackish,,17.37246336,27.06842759,3.755541208,9.884001643,6.692532432,7.784916372,94.39194545,173.0536564,1.592715227,3.880060264,4.371536671,9.832320759,,395.1962419
STN0411,Reservoir,2004,Brackish,StateB,15.53193706,24.73741118,,5.553602967,6.134435129,8.508529947,52.19133288,,2.876631457,4.576410922,4.153113802,14.86895945,21.23207071,973.387382
STN0137,Pond,2001,Marine,StateC,,,3.545165416,7.112742142,6.299395588,8.836852864,80.10460778,191.5518786,,5.093498357,1.123286988,12.54569361,,966.5104958
STN0318,Pond,2005,Marine,,16.89566456,25.49612071,4.044486148,5.210123376,6.358715525,8.901857189,100.2631243,288.1961268,2.967134413,5.700792334,1.996662901,7.486048846,47.96399044,398.1053145
STN0165,Reservoir,2020,Brackish,StateC,15.22047982,,1.64028654,8.699520604,6.804437208,8.154245172,55.61760773,237.4786206,1.519341678,5.376573584,2.048364346,10.38394979,38.9916543,
STN0225,Lake,2001,Marine,,12.52440643,,2.846229898,9.590382761,6.278759872,7.714242319,99.10957294,238.9260271,2.939447266,5.029083204,4.891103343,14.92135639,100.9822903,916.4445927
STN0307,Pond,2012,Freshwater,StateD,,33.35099799,1.037326479,6.400186648,6.210704964,8.575098172,142.7110629,203.2386991,1.86246774,5.038899547,0.904459507,13.57530608,,
STN0234,Canal,2010,Marine,StateC,0.65052359,21.91070628,1.986715458,9.291708384,,7.502002767,60.53932181,157.7984028,1.695037591,5.837773932,3.995789856,,12.38930372,554.7512823
STN0172,Lake,2010,Marine,StateB,18.41695696,32.47718649,3.90584686,6.461091152,6.008863285,8.128148058,126.4440728,154.7615648,1.100699054,3.887472292,1.670963571,12.06371997,115.3615839,456.7976365
STN0152,Canal,,Freshwater,StateA,12.33300629,,4.967239805,,6.997820856,7.717156923,90.96710534,213.5002716,1.105530516,3.003336283,3.654351729,8.455795859,23.84208857,620.8752106
STN0463,River,2010,Freshwater,StateA,15.93074582,31.73216926,1.396712398,8.769809518,6.676821299,,115.5173715,162.6848067,2.384022512,3.815863678,2.100055021,5.069822619,7.292210165,750.2153651
,Lake,2018,Brackish,StateC,,23.36028415,2.605977263,9.024533884,6.828469299,7.480797826,76.0236598,241.0270433,1.915857989,3.653674139,2.891798816,9.03480969,10.54879043,418.7796123
STN0374,Pond,2014,Brackish,StateD,2.346163779,34.7374749,4.200283875,5.090032778,6.294619396,7.383185891,65.94922625,282.1459508,1.453043252,4.985503755,4.163058867,7.347544217,166.8328216,789.1785397
STN0160,Lake,2024,Freshwater,StateC,2.503715844,37.25594155,1.816142539,,6.014315278,8.836478173,66.04626143,282.4372225,,,4.020827825,13.18869271,23.59449673,241.3258857
STN0096,Lake,2022,Freshwater,StateD,13.71130574,24.334796,3.220339797,8.63335496,6.737869519,7.203607366,57.04919456,248.8568115,1.505716237,4.780384148,4.332115918,8.373306088,9.030272882,239.4355942
,,,Brackish,StateD,8.606117898,21.91429111,3.932285184,6.523755477,6.834144597,8.011915815,68.56467049,181.6847747,2.155263509,3.04873033,0.298086627,13.27523694,87.57997743,509.0301641
STN0233,Lake,2015,Marine,StateA,4.010494534,20.47277172,3.463941801,9.146973324,,7.441705566,116.4219385,279.4495247,1.718417494,5.186334163,3.460252765,5.005979388,168.7986944,482.7785536
STN0180,Canal,2010,Freshwater,,9.831890935,32.83943001,1.752098938,6.407605992,,7.077859927,138.1690612,282.9140153,2.647104453,,0.699936884,8.0781915,,452.5065723
STN0113,River,2021,Brackish,StateC,1.284178742,32.14188072,2.421538275,9.363769198,6.753427922,7.072037637,131.4125686,179.4980377,2.641392322,,2.07909284,7.411652143,84.34252351,592.8158101
STN0318,Reservoir,2015,Marine,,11.63942804,30.93394825,4.135167138,5.562901952,,7.350443544,118.513431,260.6139129,,4.669735286,2.742942075,7.335673611,7.984506513,456.5868658
STN0497,Lake,2007,,StateC,5.379868089,24.63894192,3.216906057,8.518429887,6.658540516,8.733540709,61.04318634,192.9779323,1.701638219,4.028192776,2.013697424,,89.81570283,
STN0442,Pond,2003,,StateB,15.95118201,27.81811992,1.020918454,7.703492383,,7.564957488,78.91874463,270.3960469,,3.403728801,,6.871242704,115.5226161,447.5756393
STN0052,Lake,2007,Brackish,StateB,6.207239178,31.8895267,4.04396304,5.482672351,6.84592144,8.900918341,80.98068753,299.585685,2.611429051,3.283256693,4.982631544,10.5554957,114.1814108,979.9234182
STN0268,Pond,2003,Freshwater,StateC,9.104402982,29.93533718,1.14124542,6.209469141,6.613604114,8.163244586,74.99569464,154.5039008,1.656358966,5.494554999,0.676086569,7.913610728,66.48533843,528.8907336
STN0295,Canal,2023,Marine,,0.232410798,,3.982935131,5.062020181,6.088604714,7.87322838,,284.6048799,1.418118747,5.755192626,3.377280227,9.173947823,63.10663613,555.7702215
STN0386,Pond,2024,Freshwater,StateD,1.448937756,22.72879505,1.809922241,,6.48762781,8.160177669,103.5553815,,1.169376684,4.94936414,1.980004832,8.768668803,21.32472379,
STN0387,Reservoir,2002,Marine,,7.849871128,33.90289108,4.83229392,6.506326304,6.077649335,8.03339677,85.68859752,296.0073929,1.933386242,3.310302345,0.665048995,13.75904925,73.35966413,986.6726147
STN0113,River,,Brackish,StateB,9.598776694,28.08637536,2.471763005,7.991787421,6.407543031,8.517552508,85.37891587,219.7514276,1.964264198,4.206081651,0.793683817,14.05298999,,
STN0101,Pond,2017,Brackish,StateA,12.00041096,28.5639923,2.307726465,6.486189039,6.407106489,,132.8555598,277.1081896,2.681817421,5.1868176,4.746365531,9.929569717,153.3191889,745.0256884
STN0113,Pond,2018,Freshwater,StateD,5.833251574,34.35195531,1.595552201,6.499595558,6.066009844,7.706100783,,159.3591103,1.442477393,5.339462652,4.398007484,8.301559503,193.2548595,772.7877548
STN0440,River,2018,Marine,StateA,13.89963772,33.84872303,2.222416862,,6.348820534,8.788188605,80.77958317,200.2918575,1.761982547,3.354655867,4.535209802,6.06800704,194.0148913,685.8595334
STN0081,Reservoir,2020,Freshwater,StateB,,39.82511987,4.506603047,5.24071418,6.110998099,8.892913026,141.3788444,,2.616811478,3.000092157,4.957663879,14.53402879,173.0142199,270.8626717
,Lake,2004,Freshwater,StateD,15.59701978,,4.985337351,9.514474976,6.80823521,8.785116455,145.2815017,,2.647247221,,1.04157695,5.602269449,120.1584299,741.4978207
STN0113,Pond,2017,Marine,StateC,0.792376507,,2.473238122,9.261319372,6.947688026,7.838895988,82.6742542,272.5460861,1.769222152,4.069788528,1.777196687,,140.1731394,251.2757688
STN0002,River,2009,,StateD,9.610138945,34.48677634,2.794442524,8.339023416,,8.560731006,85.44249488,277.8821132,1.918248047,3.763443995,3.34609515,,57.04116054,676.9141196
STN0130,Canal,,Marine,StateC,2.098603568,31.56773834,,7.966107851,6.955115207,7.952671467,100.5634153,290.6947847,1.606571782,3.038692409,2.419012699,8.204012861,,791.6649418
STN0220,River,2020,Brackish,StateC,4.840900317,25.48321333,4.544783122,9.461512491,6.522576599,,144.1120813,162.7655229,,4.62089822,2.091947667,6.642868433,91.12990989,368.7759125
STN0054,Canal,2005,Freshwater,StateD,19.73325187,21.58838738,3.372177337,5.926650898,6.299565678,,137.6319433,,,5.553452206,1.789056247,12.83161431,,873.297606
STN0343,,2000,Freshwater,StateC,2.849910858,21.71316499,2.566102793,5.394845811,6.076862075,8.182260607,60.25679626,160.6552334,2.867498846,5.872894939,2.96890316,6.22497862,151.5553121,224.2830444
STN0485,,2004,Brackish,StateA,9.977763069,37.88381749,2.650487363,6.19755085,6.500624268,7.372271796,,,,4.697234852,2.877967143,11.34906659,56.38367112,875.0502909
STN0224,River,2008,,StateB,,23.83734649,3.782472586,8.972891394,6.794515544,7.663129398,105.337119,184.4048666,2.063144305,4.543383983,0.80728917,,63.60792234,568.2632405
STN0225,Pond,2011,,StateC,14.04929941,26.46743124,1.012873054,5.173351334,6.707086477,8.710060403,100.3132473,220.3660817,1.065318122,3.255169156,2.358699188,5.705356376,184.9283582,374.0703519
